,0,1
499,37.8043637,-122.2711137
500,37.8043637,-122.2711137
501,38.440429,-122.7140548
502,37.8715926,-122.272747
503,33.7700504,-118.1937395
504,34.1764133,-119.2118454
505,36.8044003,-121.7868953
506,40.8665166,-124.0828396
507,34.0522342,-118.2436849
508,38.5815719,-121.4943996
509,34.235822,-118.4849365
510,34.2235005,-118.4978567
511,34.1782675,-119.1963888
512,41.3098746,-122.3105666
513,36.910231,-121.7568946
514,37.7749295,-122.4194155
515,37.8043637,-122.2711137
516,37.8043637,-122.2711137
517,40.8020712,-124.1636729
518,35.6368759,-120.6545022
519,32.7696406,-117.1327715
520,34.4232667,-119.6806303
521,37.7749295,-122.4194155
522,37.8043637,-122.2711137
523,33.04136039999999,-116.8792553
524,36.97717290000001,-121.8994016
525,37.7749295,-122.4194155
526,37.648546,-118.972079
527,37.8043637,-122.2711137
528,38.5815719,-121.4943996
529,37.9735346,-122.5310874
530,34.1547193,-119.2002702
531,38.440429,-122.7140548
532,37.7749295,-122.4194155
533,34.4263886,-117.3008784
534,37.8007354,-122.218204
535,36.910231,-121.7568946
536,37.7436303,-122.4216185
537,34.5827699,-117.409215
538,38.1557502,-121.6913439
539,37.8043637,-122.2711137
540,36.9880057,-121.9566267
541,41.424356,-122.384066
542,33.9816812,-118.2250725
543,36.910231,-121.7568946
544,37.648546,-118.972079
545,36.8390905,-121.6676847
546,36.9880057,-121.9566267
547,36.9741171,-122.0307963
548,36.8044003,-121.7868953
549,37.8043637,-122.2711137
550,37.8043637,-122.2711137
551,37.8043637,-122.2711137
552,34.0889455,-118.3764196
553,40.8665166,-124.0828396
554,38.5815719,-121.4943996
555,38.440429,-122.7140548
556,37.3636004,-121.8797865
557,37.7531194,-120.8339216
558,38.1557502,-121.6913439
559,33.8302961,-116.5452921
560,37.8993642,-122.3093011
561,37.0891143,-122.0863528
562,34.4323375,-119.8478161
563,38.440429,-122.7140548
564,38.440429,-122.7140548
565,32.713965,-117.12119
566,37.7749295,-122.4194155
567,37.7749295,-122.4194155
568,33.961124,-116.5016784
569,32.880597,-117.1606198
570,34.0481882,-118.3478613
571,32.7777437,-117.1150783
572,38.440429,-122.7140548
573,38.4573668,-121.8217865
574,37.7749295,-122.4194155
575,40.8020712,-124.1636729
576,37.8125377,-122.2709272
577,38.5815719,-121.4943996
578,34.1395597,-118.3870991
579,39.4096079,-123.3555656
580,34.4263886,-117.3008784
581,33.6803003,-116.173894
582,38.5804609,-121.530234
583,37.7242707,-122.4589897
584,37.7749295,-122.4194155
585,37.8043637,-122.2711137
586,33.7805388,-116.4668036
587,38.5815719,-121.4943996
588,36.6777372,-121.6555013
589,37.7749295,-122.4194155
590,37.7749295,-122.4194155
591,37.9735346,-122.5310874
592,37.7749295,-122.4194155
593,32.7433204,-117.1884412
594,33.964772,-116.5018823
595,37.98742900000001,-122.5907738
596,37.8043637,-122.2711137
597,37.8043637,-122.2711137
598,37.8043637,-122.2711137
599,40.8665166,-124.0828396
600,36.3274502,-119.6456844
601,35.1216424,-120.6212821
602,37.8043637,-122.2711137
603,37.7749295,-122.4194155
604,37.7749295,-122.4194155
605,37.8043637,-122.2711137
606,34.1698052,-118.6060702
607,38.9078572,-123.6926378
608,37.8043637,-122.2711137
609,37.8043637,-122.2711137
610,38.5815719,-121.4943996
611,35.1216424,-120.6212821
612,38.939926,-119.9771868
613,38.1040864,-122.2566367
614,33.785492,-118.215804
615,34.1763566,-119.2069471
616,36.9741171,-122.0307963
617,36.9741171,-122.0307963
618,33.961124,-116.5016784
619,37.8043637,-122.2711137
620,34.0522342,-118.2436849
621,34.0522342,-118.2436849
622,37.7749295,-122.4194155
623,37.7749295,-122.4194155
624,38.5815719,-121.4943996
625,38.5815719,-121.4943996
626,37.8043637,-122.2711137
627,38.440429,-122.7140548
628,38.440429,-122.7140548
629,39.4096079,-123.3555656
630,34.0262421,-118.3763412
631,34.0258226,-118.3607681
632,37.8043637,-122.2711137
633,36.6777372,-121.6555013
634,36.6777372,-121.6555013
635,33.7805388,-116.4668036
636,33.7805388,-116.4668036
637,37.8043637,-122.2711137
638,37.8043637,-122.2711137
639,40.8020712,-124.1636729
640,34.0852868,-117.9608978
641,38.5815719,-121.4943996
642,38.5815719,-121.4943996
643,40.8020712,-124.1636729
644,37.7749295,-122.4194155
645,34.0522342,-118.2436849
646,34.0522342,-118.2436849
647,40.060132,-123.969487
648,34.236161,-118.4113812
649,37.7749295,-122.4194155
650,37.7749295,-122.4194155
651,37.78192689999999,-122.4083445
652,37.8043637,-122.2711137
653,37.8043637,-122.2711137
654,35.125801,-117.9859038
655,35.125801,-117.9859038
656,37.8043637,-122.2711137
657,37.8043637,-122.2711137
658,33.0473916,-116.8779439
659,39.1527213,-123.5447005
660,37.8043637,-122.2711137
661,33.9592931,-116.5016986
662,37.7749295,-122.4194155
663,34.039466,-118.671939
664,40.8020712,-124.1636729
665,38.5815719,-121.4943996
666,35.1092743,-120.6188434
667,34.2504595,-118.4338345
668,37.8043637,-122.2711137
669,34.236161,-118.4113812
670,38.5815719,-121.4943996
671,39.3221089,-123.113059
672,39.3221089,-123.113059
673,33.9570879,-118.4432657
674,37.8043637,-122.2711137
675,37.8043637,-122.2711137
676,38.1057825,-122.2279242
677,38.5815719,-121.4943996
678,33.2757166,-117.1474084
679,37.793601,-122.3991845
680,39.1501709,-123.2077831
681,38.8054624,-123.0172227
682,34.2975565,-118.4578675
683,37.831316,-122.2852473
684,37.8043637,-122.2711137
685,40.8665166,-124.0828396
686,37.7749295,-122.4194155
687,39.1501709,-123.2077831
688,38.1040864,-122.2566367
689,38.1237838,-122.2557855
690,39.2523656,-121.0233413
691,38.0986519,-122.2434863
692,37.8043637,-122.2711137
693,37.8043637,-122.2711137
694,37.7749295,-122.4194155
695,37.7749295,-122.4194155
696,34.2371501,-118.5966996
697,36.910231,-121.7568946
698,33.930293,-118.2114603
699,37.8043637,-122.2711137
700,34.0522342,-118.2436849
701,34.0522342,-118.2436849
702,34.1064717,-118.3304621
703,34.1064717,-118.3304621
704,38.440429,-122.7140548
705,38.5815719,-121.4943996
706,34.257461,-118.6013395
707,37.7749295,-122.4194155
708,34.0909001,-118.3432456
709,39.2615606,-121.0160594
710,39.6882116,-123.4827942
711,34.0022531,-118.4691969
712,34.0022531,-118.4691969
713,37.7749295,-122.4194155
714,37.7749295,-122.4194155
715,37.7749295,-122.4194155
716,37.8043637,-122.2711137
717,34.0909001,-118.3432456
718,38.5804609,-121.530234
719,34.1459988,-118.4177099
720,34.1459988,-118.4177099
721,33.961124,-116.5016784
722,33.961124,-116.5016784
723,40.6804279,-122.3708419
724,40.6804279,-122.3708419
725,40.2091664,-123.7860577
726,40.2091664,-123.7860577
727,38.659731,-120.9357914
728,37.7470104,-122.4187094
729,34.2217189,-118.5011664
730,36.9880057,-121.9566267
731,37.7749295,-122.4194155
732,37.9652194,-122.3143391
733,38.5815719,-121.4943996
734,38.5815719,-121.4943996
735,40.1201443,-123.8233635
736,33.9870416,-118.4441212
737,37.8043637,-122.2711137
738,37.7749295,-122.4194155
739,36.9741171,-122.0307963
740,38.5449065,-121.7405167
741,40.6804279,-122.3708419
742,34.0763226,-118.370464
743,34.0108466,-118.2795673
744,34.0522342,-118.2436849
745,34.2506356,-118.61481
746,34.1530991,-118.4687597
747,38.3941309,-122.7139912
748,36.6777372,-121.6555013
749,34.187044,-118.3812562
750,36.5932934,-121.8349515
751,37.7823172,-122.4035323
752,33.7831699,-118.1521081
753,37.700579,-120.9952481
754,34.2506356,-118.61481
755,37.7748179,-122.4157457
756,33.717998,-117.913497
757,32.715738,-117.1610838
758,39.4000442,-123.8085245
759,37.8715926,-122.272747
760,37.7108015,-122.404351
761,40.8665166,-124.0828396
762,36.910231,-121.7568946
763,34.0522342,-118.2436849
764,34.2279298,-118.3812562
765,33.9576431,-118.3955933
766,36.6777372,-121.6555013
767,38.655982,-121.4697199
768,34.185286,-118.6229465
769,34.0522342,-118.2436849
770,34.187044,-118.3812562
771,34.1999817,-118.5980226
772,34.1898566,-118.451357
773,34.1898566,-118.451357
774,33.9875724,-118.4705112
775,34.0985074,-118.3297801
776,38.5815719,-121.4943996
777,34.211924,-118.462512
778,38.9617348,-122.6409694
779,40.8665166,-124.0828396
780,37.8043637,-122.2711137
781,38.7742852,-123.5379612
782,40.8665166,-124.0828396
783,37.7661754,-122.4195002
784,38.4282666,-122.73823
785,38.440429,-122.7140548
786,33.7805388,-116.4668036
787,38.3293416,-122.7096666
788,38.440429,-122.7140548
789,34.0450851,-118.3485918
790,38.2334721,-120.3670152
791,37.8043637,-122.2711137
792,34.0187479,-118.3193331
793,34.0834184,-118.3509336
794,34.0289086,-118.392607
795,34.0522342,-118.2436849
796,37.7749295,-122.4194155
797,37.8043637,-122.2711137
798,37.8043637,-122.2711137
799,33.961124,-116.5016784
800,39.1501709,-123.2077831
801,34.187044,-118.3812562
802,34.1418329,-118.3879959
803,37.8043637,-122.2711137
804,37.7749295,-122.4194155
805,40.8020712,-124.1636729
806,37.776071,-122.4385182
807,37.8043637,-122.2711137
808,37.9735346,-122.5310874
809,37.831316,-122.2852473
810,40.010047,-123.7900361
811,38.440429,-122.7140548
812,37.7749295,-122.4194155
813,38.0986519,-122.2434863
814,38.6499297,-120.9509953
815,34.1489719,-118.451357
816,34.0749187,-118.3834387
817,34.0008077,-118.4661173
818,34.1492015,-118.4398125
819,34.044586,-118.2544325
820,38.5449065,-121.7405167
821,37.8043637,-122.2711137
822,38.654359,-121.4265861
823,37.8043637,-122.2711137
824,37.8043637,-122.2711137
825,40.8665166,-124.0828396
826,38.5247263,-121.4247142
827,37.0891143,-122.0863528
828,33.930293,-118.2114603
829,38.5804609,-121.530234
830,39.3066486,-123.798383
831,33.7841875,-116.4678421
832,37.788283,-122.400411
833,37.8043637,-122.2711137
834,37.7885862,-122.4038752
835,38.6946259,-120.8149355
836,39.4034273,-123.8085245
837,38.565628,-121.506555
838,38.50872409999999,-121.4765135
839,38.1040864,-122.2566367
840,37.716893,-120.9998288
841,38.5251485,-121.3738033
842,34.0660917,-117.2857519
843,37.7718655,-122.4165524
844,37.7438325,-122.4216653
845,38.5092973,-121.3941388
846,36.5932934,-121.8349515
847,37.7878287,-122.3965293
848,36.6777372,-121.6555013
849,37.8043637,-122.2711137
850,38.5208711,-121.407343
851,37.7993292,-122.4413761
852,34.4430724,-119.237926
853,36.139678,-120.3601496
854,33.8302961,-116.5452921
855,38.5585023,-121.4611732
856,38.509316,-121.3895836
857,40.8665166,-124.0828396
858,37.831316,-122.2852473
859,36.6069064,-121.8551269
860,38.5229872,-121.3897671
861,37.7579764,-122.4187094
862,37.8043637,-122.2711137
863,33.7657897,-118.1592088
864,37.9624039,-121.271094
865,38.5110066,-121.5038335
866,40.8665166,-124.0828396
867,37.7866028,-122.4194063
868,37.7803486,-122.4710935
869,37.8043637,-122.2711137
870,37.8043637,-122.2711137
871,37.8635145,-122.258932
872,37.7683541,-122.4275647
873,37.776573,-122.4145311
874,37.729753,-122.4305664
875,36.139678,-120.3601496
876,32.7648237,-117.1524024
877,38.3875389,-122.7117395
878,33.8302961,-116.5452921
879,37.8043637,-122.2711137
880,36.9741171,-122.0307963
881,37.8043637,-122.2711137
882,37.8043637,-122.2711137
883,37.8043637,-122.2711137
884,33.7271924,-117.8862982
885,37.8043637,-122.2711137
886,37.8043637,-122.2711137
887,34.4430724,-119.237926
888,32.5464208,-117.0333314
889,33.7080701,-117.9187671
890,33.930293,-118.2114603
891,37.3382082,-121.8863286
892,32.8981873,-117.2219092
893,36.9861461,-122.0386853
894,36.9741171,-122.0307963
895,36.9856759,-121.9825868
896,34.1764133,-119.2118454
897,40.6813198,-122.3692085
898,39.1501709,-123.2077831
899,33.847386,-117.2267825
900,37.3650178,-121.8903544
901,32.767439,-117.202263
902,37.7151237,-122.4423548
903,36.598782,-121.8503335
904,37.796893,-122.274792
905,34.1782675,-119.1963888
906,34.09084,-118.346705
907,32.5558146,-116.9366254
908,32.880597,-117.1606198
909,37.3382082,-121.8863286
910,36.986282,-121.9700562
911,37.6474034,-118.9726499
912,37.313761,-121.8657119
913,37.3382082,-121.8863286
914,37.7749295,-122.4194155
915,33.8161992,-116.4615558
916,36.4135605,-119.0987176
917,34.4423133,-119.2382026
918,36.9890858,-121.9742382
919,37.3382082,-121.8863286
920,37.3650857,-121.8997503
921,41.310315,-122.3107651
922,33.7826668,-116.467312
923,33.8434928,-116.4587608
924,34.84030449999999,-114.6110086
925,33.960673,-116.5010527
926,33.9066599,-116.5493275
927,37.8043637,-122.2711137
928,38.5815719,-121.4943996
929,32.7562631,-117.2082539
930,39.1904961,-123.2073208
931,36.139678,-120.3601496
932,33.8446996,-116.4595777
933,36.9875145,-121.9677958
934,40.680027,-122.3558429
935,34.0905364,-118.3673194
936,37.7838832,-122.2423011
937,38.39514459999999,-122.8185209
938,36.988405,-121.9528992
939,36.9757514,-121.8881237
940,37.9735346,-122.5310874
941,37.2788954,-121.8506569
942,33.7805388,-116.4668036
943,38.9670228,-123.1147821
944,37.8043637,-122.2711137
945,38.5815719,-121.4943996
946,33.961124,-116.5016784
947,38.3323071,-122.7139566
948,37.8043637,-122.2711137
949,33.7201457,-117.8467571
950,32.7947731,-116.9625269
951,37.831316,-122.2852473
952,39.30603869999999,-123.7988005
953,33.7133533,-117.8731039
954,33.7052078,-117.8601267
955,40.8665166,-124.0828396
956,40.8020712,-124.1636729
957,37.8540427,-122.2660312
958,36.6702443,-121.6425576
959,37.776573,-122.4145311
960,37.3382082,-121.8863286
961,34.5679913,-117.4001357
962,37.8043637,-122.2711137
963,33.7056584,-117.8556398
964,40.6797453,-122.3520923
965,37.0942684,-122.0964666
966,33.7175108,-117.8466656
967,33.7066864,-117.8639021
968,37.8043637,-122.2711137
969,37.8043637,-122.2711137
970,36.6777372,-121.6555013
971,36.7663642,-121.7584814
972,33.961124,-116.5016784
973,33.961124,-116.5016784
974,37.97815900000001,-122.3318221
975,39.6882116,-123.4827942
976,37.8043637,-122.2711137
977,41.3077812,-122.3112893
978,34.09084,-118.346705
979,38.5613719,-121.4739249
980,36.5408756,-121.9066591
981,34.0896146,-118.3756135
982,33.7150092,-117.8443761
983,37.0558853,-122.0753946
984,38.6101977,-121.4328521
985,38.5252219,-121.476379
986,38.6008796,-121.4412433
987,38.5815719,-121.4943996
988,38.6040795,-121.4386207
989,40.8020712,-124.1636729
990,33.719851,-117.852724
991,33.7844914,-116.4683722
992,37.8043637,-122.2711137
993,38.440429,-122.7140548
994,37.7819353,-122.4077931
995,37.8043637,-122.2711137
